id,name,features
2822,Medicine Man (1992),Adventure|Romance
74342,"Captain Newman, M.D. (1963)",Comedy|Drama|War
148881,World of Tomorrow (2015),Animation|Comedy
5891,I Spit on Your Grave (Day of the Woman) (1978),Horror|Thriller
5065,"Mothman Prophecies, The (2002)",Drama|Fantasy|Horror|Mystery|Thriller
79006,Empire of Dreams: The Story of the 'Star Wars' Trilogy (2004),Documentary
58287,Descent (2007),Drama|Thriller
163112,Winnie the Pooh Goes Visiting (1971),Animation
50685,Waitress (2007),Comedy|Drama|Romance
7449,Godsend (2004),Drama|Horror|Thriller
5969,My Girl 2 (1994),Comedy|Drama|Romance
423,Blown Away (1994),Action|Thriller
5322,World Traveler (2001),Drama
166534,Split (2017),Drama|Horror|Thriller
27036,Merlin (1998),Action|Adventure|Drama|Fantasy|Romance
6310,Memories of Me (1988),Comedy|Drama
70208,"Perfect Getaway, A (2009)",Horror|Thriller
3315,Happy Go Lovely (1951),Musical
42723,Hostel (2005),Horror
2065,"Purple Rose of Cairo, The (1985)",Comedy|Drama|Fantasy|Romance
7318,"Passion of the Christ, The (2004)",Drama
89864,50/50 (2011),Comedy|Drama
5151,40 Days and 40 Nights (2002),Comedy|Romance
6288,Better Luck Tomorrow (2002),Crime|Drama
188797,Tag (2018),Comedy
1046,Beautiful Thing (1996),Drama|Romance
172461,Get Me Roger Stone (2017),Documentary
49220,For Your Consideration (2006),Comedy
5782,"Professional, The (Le professionnel) (1981)",Action|Drama|Thriller
1981,Friday the 13th Part VIII: Jason Takes Manhattan (1989),Horror
7802,"Warriors, The (1979)",Action|Adventure|Crime|Thriller
3968,Bedazzled (2000),Comedy
52644,Vacancy (2007),Horror|Thriller
34164,Happy Endings (2005),Comedy|Drama
1678,"Joy Luck Club, The (1993)",Drama|Romance
187031,Jurassic World: Fallen Kingdom (2018),Action|Adventure|Drama|Sci-Fi|Thriller
6595,S.W.A.T. (2003),Action|Thriller
86593,African Cats (2011),Adventure|Documentary
26124,Robinson Crusoe on Mars (1964),Sci-Fi
74370,"House of the Devil, The (2009)",Horror|Thriller
1894,Six Days Seven Nights (1998),Adventure|Comedy|Romance
2590,Hideous Kinky (1998),Drama
6625,Camp Nowhere (1994),Adventure|Children|Comedy
26587,"Decalogue, The (Dekalog) (1989)",Crime|Drama|Romance
4589,Eddie and the Cruisers (1983),Drama|Musical|Mystery
93242,Gone (2012),Drama|Thriller
80489,"Town, The (2010)",Crime|Drama|Thriller
2336,Elizabeth (1998),Drama
5618,Spirited Away (Sen to Chihiro no kamikakushi) (2001),Adventure|Animation|Fantasy
53574,"TV Set, The (2006)",Comedy|Drama
135861,Ted 2 (2015),Comedy
1232,Stalker (1979),Drama|Mystery|Sci-Fi
50274,Venus (2006),Drama|Romance
91630,Mission: Impossible - Ghost Protocol (2011),Action|Adventure|Thriller|IMAX
8461,Dragon Seed (1944),Drama|War
3249,"Hand That Rocks the Cradle, The (1992)",Drama|Thriller
63853,Australia (2008),Adventure|Drama|War|Western
6957,Bad Santa (2003),Comedy|Crime
93840,"Cabin in the Woods, The (2012)",Comedy|Horror|Sci-Fi|Thriller
5264,Clockstoppers (2002),Action|Adventure|Sci-Fi|Thriller
161966,Elle (2016),Thriller
85414,Source Code (2011),Action|Drama|Mystery|Sci-Fi|Thriller
810,Kazaam (1996),Children|Comedy|Fantasy
8482,"Picture of Dorian Gray, The (1945)",Drama|Fantasy|Horror
27912,Outfoxed: Rupert Murdoch's War on Journalism (2004),Documentary
86835,Priest (2011),Action|Horror|Sci-Fi|Thriller
3364,"Asphalt Jungle, The (1950)",Crime|Film-Noir
67923,"Fast & Furious (Fast and the Furious 4, The) (2009)",Action|Crime|Drama|Thriller
185029,A Quiet Place (2018),Drama|Horror|Thriller
6449,From the Terrace (1960),Drama
2968,Time Bandits (1981),Adventure|Comedy|Fantasy|Sci-Fi
8946,Surviving Christmas (2004),Comedy
6516,Anastasia (1956),Drama
3386,JFK (1991),Drama|Mystery|Thriller
105801,Escape From Tomorrow (2013),Drama|Fantasy|Horror
7310,Raw Deal (1986),Action
